491, 662
933, 476
534, 851
478, 691
535, 54
947, 637
982, 539
802, 352
745, 227
454, 569
573, 994
995, 755
941, 276
83, 623
720, 568
327, 567
567, 598
838, 12
779, 157
17, 458
423, 153
764, 764
393, 432
992, 762
616, 419
753, 169
510, 429
492, 518
839, 969
541, 650
502, 119
245, 139
845, 917
876, 715
243, 256
825, 362
789, 880
535, 945
928, 875
0, 338
495, 111
134, 321
358, 417
207, 300
585, 668
680, 508
523, 643
404, 250
610, 621
307, 774
156, 922
812, 325
208, 189
800, 4
667, 590
816, 256
46, 864
198, 448
287, 894
469, 742
956, 632
187, 687
784, 132
814, 21
594, 73
525, 864
230, 681
188, 184
599, 403
191, 139
420, 599
124, 874
78, 623
646, 639
624, 356
873, 633
324, 454
955, 798
843, 41
520, 88
298, 244
370, 946
865, 394
126, 102
568, 246
260, 273
373, 763
267, 513
671, 375
322, 495
153, 806
847, 464
365, 163
375, 922
752, 827
281, 602
153, 691
235, 71
146, 174
841, 334
867, 515
551, 516
750, 474
812, 882
150, 940
261, 743
99, 27
788, 439
160, 863
986, 659
109, 610
587, 347
846, 783
378, 211
688, 410
202, 961
219, 91
422, 806
829, 754
565, 372
866, 213
476, 210
133, 304
733, 706
239, 645
596, 272
621, 264
86, 890
146, 28
880, 257
98, 917
935, 478
685, 479
188, 860
446, 674
71, 113
897, 988
741, 373
556, 598
279, 601
53, 930
594, 213
553, 91
388, 844
249, 616
484, 970
645, 559
847, 890
98, 963
600, 101
108, 194
163, 208
229, 174
912, 917
685, 840
453, 273
187, 771
225, 193
341, 339
119, 504
112, 768
274, 280
877, 100
250, 746
471, 87
136, 727
368, 735
365, 677
726, 881
270, 959
316, 35
717, 120
364, 748
954, 503
443, 461
634, 315
923, 217
635, 478
615, 523
267, 241
589, 529
4, 550
487, 82
167, 884
506, 429
356, 35
112, 672
972, 771
966, 65
418, 194
717, 333
662, 295
283, 888
112, 450
659, 294
240, 784
819, 459
57, 244
585, 156
46, 5
638, 692
491, 978
947, 726
423, 654
650, 921
143, 742
976, 857
619, 355
641, 639
754, 720
812, 741
897, 903
456, 865
402, 387
927, 894
727, 767
637, 930
630, 513
23, 613
109, 994
695, 524
397, 669
326, 4
768, 673
619, 861
945, 303
583, 899
227, 595
387, 12
291, 818
223, 434
851, 810
408, 871
10, 552
614, 277
70, 261
453, 149
837, 56
913, 935
640, 501
89, 950
228, 298
661, 491
849, 769
565, 47
236, 577
980, 295
238, 640
235, 38
835, 735
19, 539
486, 359
984, 930
897, 939
323, 460
346, 933
363, 429
251, 478
501, 579
193, 316
941, 641
109, 30
431, 42
224, 977
3, 762
807, 201
272, 940
213, 32
342, 712
633, 835
750, 125
816, 561
199, 875
85, 629
179, 557
35, 221
144, 620
842, 243
390, 438
233, 891
181, 498
21, 191
809, 674
331, 67
604, 896
661, 54
216, 620
602, 602
996, 22
714, 643
592, 667
423, 66
272, 354
441, 32
652, 513
43, 202
482, 664
707, 118
782, 328
41, 612
186, 803
2, 145
602, 871
953, 928
122, 261
535, 232
878, 135
289, 133
879, 527
381, 209
450, 111
193, 366
337, 102
120, 289
697, 765
12, 99
651, 882
830, 253
412, 958
231, 587
727, 816
399, 821
266, 410
396, 903
303, 288
111, 162
360, 659
54, 294
625, 400
777, 644
63, 571
61, 936
389, 0
515, 38
176, 146
139, 469
282, 744
900, 880
807, 483
58, 659
226, 62
15, 277
791, 235
56, 174
707, 186
928, 210
774, 936
207, 157
125, 47
508, 18
515, 189
379, 864
894, 255
389, 84
569, 61
312, 301
902, 576
262, 771
797, 486
2, 387
686, 606
631, 213
816, 349
65, 131
940, 852
69, 922
164, 444
889, 344
735, 672
618, 601
417, 927
821, 698
880, 185
318, 336
271, 161
3, 317
655, 926
823, 558
398, 622
944, 560
914, 911
524, 147
408, 11
410, 825
905, 192
141, 12
152, 939
727, 776
809, 16
804, 77
820, 884
24, 903
865, 359
296, 435
319, 358
829, 868
107, 134
811, 327
95, 195
312, 205
765, 952
764, 236
15, 768
856, 22
455, 145
100, 910
82, 94
999, 658
837, 623
681, 169
894, 41
500, 260
392, 553
601, 839
655, 417
763, 591
64, 196
960, 996
100, 208
964, 20
684, 177
523, 440
845, 959
800, 612
992, 523
913, 462
229, 633
785, 59
460, 329
343, 886
715, 196
706, 400
605, 366
299, 273
929, 145
145, 272
112, 393
576, 134
301, 957
709, 57
969, 822
343, 176
633, 219
596, 831
646, 141
660, 838
907, 927
846, 659
529, 213
973, 274
798, 792
488, 733
646, 534
408, 617
470, 290
262, 743
967, 343
661, 874
32, 138
657, 960
112, 541
895, 781
783, 218
710, 173
667, 688
62, 692
698, 152
649, 689
621, 197
480, 796
292, 748
475, 87
257, 379
292, 927
153, 886
548, 786
369, 285
826, 593
305, 171
2, 981
764, 315
806, 579
614, 141
113, 974
655, 178
62, 619
47, 516
18, 162
228, 481
746, 173
879, 19
633, 801
21, 64
310, 767
219, 544
386, 664
185, 81
956, 151
624, 36
181, 529
447, 652
508, 12
550, 288
468, 0
521, 459
60, 255
428, 497
222, 325
579, 462
199, 402
230, 703
424, 258
451, 190
261, 354
602, 357
307, 486
965, 646
433, 590
753, 559
427, 983
412, 851
535, 451
147, 882
883, 348
316, 247
269, 234
424, 197
347, 871
519, 213
798, 351
527, 486
717, 151
502, 231
600, 620
520, 291
474, 168
4, 854
67, 961
522, 79
589, 538
434, 49
279, 91
575, 420
56, 54
871, 991
148, 494
449, 837
230, 385
659, 488
553, 403
954, 933
265, 889
960, 320
283, 113
784, 974
528, 771
167, 663
339, 393
160, 6
860, 148
343, 679
919, 419
604, 217
981, 356
387, 457
510, 832
888, 158
252, 308
291, 926
875, 710
584, 163
732, 162
589, 915
285, 742
967, 618
962, 451
501, 30
93, 70
92, 779
668, 707
509, 101
759, 212
702, 379
332, 189
335, 589
411, 616
287, 795
105, 266
252, 19
92, 949
622, 833
853, 386
534, 358
11, 751
260, 453
925, 339
47, 255
799, 645
910, 284
161, 644
580, 610
729, 488
703, 529
448, 100
55, 17
881, 447
239, 171
31, 584
725, 650
418, 342
685, 5
116, 41
341, 990
174, 967
130, 386
966, 435
722, 961
486, 151
234, 85
645, 162
120, 107
608, 459
325, 306
643, 120
327, 532
495, 734
953, 408
335, 895
772, 929
268, 665
69, 814
978, 186
98, 838
451, 160
78, 538
837, 169
548, 421
539, 364
922, 643
661, 463
235, 287
187, 352
286, 662
982, 831
122, 725
359, 285
392, 706
753, 557
936, 9
865, 290
626, 635
179, 558
769, 628
822, 585
920, 254
921, 473
853, 851
278, 21
213, 23
530, 772
786, 769
830, 706
919, 893
705, 861
439, 210
843, 890
126, 225
312, 95
751, 292
634, 634
788, 815
790, 845
893, 991
989, 682
465, 769
938, 128
81, 774
528, 497
836, 328
927, 778
308, 9
755, 84
888, 63
142, 281
153, 13
950, 737
399, 823
661, 926
29, 619
115, 632
838, 303
190, 899
146, 865
110, 7
377, 950
499, 632
171, 359
990, 94
542, 940
810, 526
269, 813
805, 505
919, 625
618, 74
903, 673
795, 612
606, 736
737, 109
919, 438
524, 513
790, 425
639, 141
305, 243
387, 139
434, 706
320, 860
816, 497
73, 267
192, 915
767, 773
41, 84
450, 301
158, 616
567, 379
332, 246
513, 380
902, 83
885, 252
132, 296
987, 730
347, 521
655, 118
339, 491
453, 355
784, 881
667, 416
780, 474
573, 652
394, 933
74, 193
111, 471
541, 771
184, 525
763, 963
891, 648
331, 425
401, 362
932, 513
393, 304
861, 188
357, 596
775, 368
704, 968
257, 918
768, 982
39, 998
632, 971
304, 728
227, 776
749, 543
448, 792
392, 870
659, 446
773, 204
